"","MSZoning","LotArea","LotShape","Neighborhood","BldgType","OverallQual","OverallCond","YearBuilt","RoofStyle","ExterQual","ExterCond","Foundation","BsmtQual","BsmtFinType1","TotalBsmtSF","HeatingQC","CentralAir","Electrical","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","FireplaceQu","GarageCars","PavedDrive","SaleType","SaleCondition","SalePrice","numb_add_flr","pool","porch_area","porch_type","Remod"
"654","RM",10320,"Reg","IDOTRR","1Fam","3","4",1906,"Gable","TA","2","CBlock","TA","Unf",756,"Ex","Y","SBrkr",1469,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",135000,2,"0",296,"multiple","0"
"655","RL",10437,"IR1","NoRidge","1Fam","4","3",1995,"Hip","Gd","3","PConc","Gd","GLQ",2109,"Ex","Y","SBrkr",2113,"2","1",2,1,"Gd","Typ","TA",3,"Y","WD","Normal",350000,1,"0",282,"multiple","1"
"656","RM",1680,"Reg","BrDale","Twnhs","3","3",1971,"Gable","TA","2","CBlock","TA","Unf",525,"TA","Y","SBrkr",1092,"1","1",3,1,"TA","Typ","No",1,"Y","WD","Family",88000,2,"0",0,"no","1"
"657","RL",10007,"IR1","NAmes","1Fam","3","4",1959,"Gable","Gd","2","CBlock","TA","ALQ",1053,"Ex","Y","SBrkr",1053,"1","1",3,1,"Gd","Typ","No",1,"Y","WD","Normal",145500,1,"0",0,"no","0"
"658","RL",7200,"Reg","Crawfor","1Fam","4","3",1931,"Gable","TA","1","BrkTil","Gd","Unf",776,"TA","Y","SBrkr",1502,"1","1",3,1,"TA","Typ","AA",1,"N or P","WD","Normal",149000,2,"0",112,"enclosed_porch","0"
"659","RL",17503,"Reg","NAmes","1Fam","3","3",1948,"Gable","TA","2","CBlock","TA","Unf",912,"TA","Y","SBrkr",1458,"1","0",3,1,"TA","Typ","AA",1,"Y","WD","Abnorml",97500,2,"0",192,"wood_deck","0"
"660","RL",9937,"Reg","Edwards","1Fam","3","4",1964,"Hip","TA","3","PConc","TA","BLQ",1486,"Ex","Y","SBrkr",1486,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",167000,1,"0",0,"no","0"
"661","RL",12384,"Reg","NWAmes","1Fam","4","4",1976,"Gable","TA","2","CBlock","Gd","Unf",793,"TA","Y","SBrkr",1935,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",197900,2,"0",365,"multiple","1"
"662","RL",46589,"IR2.5","NoRidge","1Fam","4","4",1994,"Hip","Gd","2","PConc","Gd","GLQ",1629,"Ex","Y","SBrkr",2448,"2","1",4,1,"Gd","Typ","TA",3,"Y","WD","Normal",402000,2,"0",593,"multiple","0"
"663","RL",13560,"Reg","NAmes","1Fam","3","2",1968,"Hip","TA","2","CBlock","Fa","Unf",1392,"Gd","Y","SBrkr",1392,"1","0",2,1,"TA","Maj","TA",2,"Y","WD","Normal",110000,1,"0",240,"enclosed_porch","1"
"664","RL",10012,"Reg","Edwards","1Fam","2","3",1972,"Gable","TA","2","CBlock","Gd","BLQ",1138,"TA","Y","SBrkr",1181,"2","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",137500,1,"0",180,"enclosed_porch","1"
"665","RL",20896,"IR2.5","Somerst","1Fam","4","3",2005,"Gable","Gd","2","PConc","Ex","GLQ",2077,"Ex","Y","SBrkr",2097,"1","1",1,1,"Ex","Typ","AA",3,"Y","New","Partial",423000,1,"0",459,"multiple","0"
"666","RL",11194,"IR1","Gilbert","1Fam","4","3",2000,"Gable","Gd","2","PConc","Gd","Unf",1406,"Ex","Y","SBrkr",1936,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",230500,2,"0",312,"multiple","1"
"667","RL",18450,"IR1","NAmes","1Fam","3","3",1965,"Other","TA","3","CBlock","Gd","LwQ",1021,"TA","Y","SBrkr",2380,"2","1",3,1,"TA","Maj","BA",2,"Y","WD","Abnorml",129000,2,"0",265,"open_porch","0"
"668","RL",8125,"Reg","SawyerW","1Fam","3","3",1994,"Gable","TA","2","PConc","Gd","GLQ",1408,"Ex","Y","SBrkr",1679,"2","0",3,1,"Gd","Typ","BA",2,"Y","WD","Normal",193500,1,"0",266,"multiple","0"
"669","RL",14175,"Reg","Sawyer","1Fam","3","3",1956,"Gable","TA","2","CBlock","TA","Rec",1188,"Gd","Y","SBrkr",1437,"1","1",3,1,"TA","Min","TA",2,"Y","WD","Normal",168000,1,"0",304,"wood_deck","0"
"670","RL",11600,"Reg","Crawfor","1Fam","2","3",1922,"Gable","TA","2","BrkTil","Fa","Unf",700,"Ex","Y","SBrkr",1180,"1","0",2,1,"Fa","Typ","AA",1,"Y","WD","Normal",137500,1,"0",67,"enclosed_porch","0"
"671","RL",8633,"Reg","CollgCr","1Fam","3","3",2005,"Gable","Gd","2","PConc","Gd","GLQ",738,"Ex","Y","SBrkr",1476,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",173500,2,"0",135,"multiple","1"
"672","RH",6629,"Reg","Edwards","1Fam","3","3",1925,"Other","TA","3","BrkTil","TA","BLQ",672,"TA","N","SBrkr",1369,"2","0",3,1,"TA","Typ","No",1,"Y","WD","Normal",103600,2,"0",147,"wood_deck","0"
"673","RL",11250,"IR1","Veenker","1Fam","3","3",1977,"Gable","Gd","2","CBlock","Gd","ALQ",1208,"TA","Y","SBrkr",1208,"1","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",165000,1,"0",240,"multiple","1"
"674","RL",14442,"Reg","Crawfor","1Fam","3","4",1957,"Hip","TA","2","PConc","TA","GLQ",1477,"Ex","Y","SBrkr",1839,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",257500,1,"0",287,"multiple","0"
"675","RL",9200,"Reg","NAmes","1Fam","3","3",1965,"Gable","TA","2","CBlock","TA","Rec",1136,"TA","Y","SBrkr",1136,"1","0",3,1,"TA","Typ","AA",1,"Y","WD","Normal",140000,1,"0",426,"wood_deck","1"
"676","RL",2289,"Reg","NPkVill","Twnhs","3","3",1978,"Gable","TA","2","CBlock","TA","ALQ",855,"TA","Y","SBrkr",1441,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Normal",148500,2,"0",28,"wood_deck","1"
"677","RM",9600,"Reg","OldTown","1Fam","2","1",1900,"Gable","TA","2","BrkTil","TA","Unf",1095,"Fa","N","SBrkr",1774,"2","0",4,2,"TA","Min","No",3,"N or P","WD","Normal",87000,2,"0",90,"enclosed_porch","0"
"678","RL",9022,"Reg","OldTown","1Fam","3","4",1924,"Gable","Gd","2","BrkTil","TA","Unf",768,"Ex","Y","SBrkr",792,"1","0",2,1,"Gd","Typ","No",1,"N or P","WD","Normal",109500,1,"0",436,"multiple","0"
"679","RL",11844,"IR1","StoneBr","1Fam","4","3",2008,"Hip","Gd","2","PConc","Ex","Unf",2046,"Ex","Y","SBrkr",2046,"2","1",3,1,"Gd","Typ","AA",3,"Y","New","Partial",372500,1,"0",404,"multiple","1"
"680","RL",9945,"IR1","Sawyer","1Fam","3","3",1961,"Hip","TA","2","CBlock","TA","Rec",988,"TA","Y","SBrkr",988,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",128500,1,"0",0,"no","1"
"681","RL",8012,"Reg","SawyerW","TwnhsE","3","3",1980,"Gable","TA","2","CBlock","Gd","BLQ",923,"TA","Y","SBrkr",923,"2","0",2,1,"TA","Typ","TA",1,"Y","WD","Normal",143000,1,"0",80,"wood_deck","1"
"682","RH",4500,"IR2.5","SWISU","1Fam","3","3",1932,"Gable","TA","2","BrkTil","TA","Rec",793,"Ex","Y","SBrkr",1520,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Abnorml",159434,2,"0",56,"enclosed_porch","0"
"683","RL",2887,"Reg","ClearCr","1Fam","3","3",1996,"Gable","TA","2","PConc","Gd","GLQ",1291,"Ex","Y","SBrkr",1291,"1","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",173000,1,"0",307,"wood_deck","0"
"684","RL",11248,"IR1","CollgCr","1Fam","5","3",2002,"Hip","Gd","2","PConc","Gd","GLQ",1626,"Ex","Y","SBrkr",1668,"2","0",3,1,"Gd","Typ","TA",3,"Y","WD","Normal",285000,1,"0",302,"multiple","1"
"685","RL",16770,"IR2.5","NoRidge","1Fam","4","3",1998,"Gable","Gd","2","PConc","Gd","Unf",1195,"Gd","Y","SBrkr",1839,"2","1",4,1,"TA","Typ","No",2,"Y","WD","Normal",221000,2,"0",81,"open_porch","1"
"686","RL",5062,"IR1","StoneBr","TwnhsE","4","3",1984,"Gable","Gd","2","CBlock","Gd","GLQ",1190,"Gd","Y","SBrkr",2090,"2","0",3,1,"Gd","Min","TA",2,"Y","WD","Normal",207500,2,"0",219,"wood_deck","1"
"687","FV",10207,"Reg","Somerst","1Fam","4","3",2007,"Gable","Gd","2","PConc","Gd","Unf",874,"Ex","Y","SBrkr",1761,"3","0",3,1,"Gd","Typ","No",2,"Y","New","Partial",227875,2,"0",249,"multiple","1"
"688","FV",5105,"IR2.5","Somerst","TwnhsE","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",551,"Ex","Y","SBrkr",1102,"2","1",2,1,"Gd","Typ","No",2,"Y","WD","Normal",148800,2,"0",60,"open_porch","1"
"689","RL",8089,"Reg","StoneBr","1Fam","4","3",2007,"Gable","Gd","2","PConc","Gd","GLQ",1419,"Ex","Y","SBrkr",1419,"2","0",2,1,"Gd","Typ","AA",2,"Y","New","Partial",392000,1,"0",140,"wood_deck","1"
"690","RL",7577,"IR1","NridgHt","TwnhsE","3","3",2005,"Gable","Gd","2","PConc","Gd","ALQ",1362,"Ex","Y","SBrkr",1362,"2","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",194700,1,"0",220,"multiple","0"
"691","RM",4426,"Reg","CollgCr","TwnhsE","3","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","TA",2,"Y","WD","Normal",141000,1,"0",149,"wood_deck","1"
"692","RL",21535,"IR1","NoRidge","1Fam","5","3",1994,"Gable","Ex","2","PConc","Ex","GLQ",2444,"Ex","Y","SBrkr",4316,"3","1",4,1,"Ex","Typ","AA",3,"Y","WD","Normal",755000,2,"0",432,"multiple","0"
"693","RL",26178,"IR1","Timber","1Fam","4","3",1989,"Hip","Gd","2","PConc","Gd","GLQ",1210,"Ex","Y","SBrkr",2519,"2","1",4,1,"Gd","Typ","AA",2,"Y","WD","Normal",335000,2,"0",347,"multiple","0"
"694","RL",5400,"Reg","OldTown","1Fam","3","3",1921,"Gable","TA","2","BrkTil","TA","Unf",1073,"Ex","Y","SBrkr",1073,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Abnorml",108480,1,"0",112,"enclosed_porch","0"
"695","RM",6120,"Reg","BrkSide","1Fam","3","3",1936,"Gable","TA","1","BrkTil","TA","Unf",927,"TA","Y","SBrkr",1539,"1","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",141500,2,"0",112,"wood_deck","0"
"696","RL",13811,"IR1","Timber","1Fam","3","3",1987,"Gable","TA","2","CBlock","Gd","GLQ",1112,"Gd","Y","SBrkr",1137,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",176000,1,"0",125,"wood_deck","1"
"697","RM",6000,"Reg","BrkSide","1Fam","3","4",1921,"Gable","TA","2","CBlock","TA","LwQ",616,"Gd","Y","SBrkr",616,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",89000,1,"0",129,"enclosed_porch","0"
"698","RL",6420,"IR1","Edwards","1Fam","3","4",1952,"Gable","TA","2","PConc","Ex","LwQ",980,"Fa","Y","Fuse or Mix",1148,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",123500,1,"0",0,"no","1"
"699","RL",8450,"Reg","Sawyer","1Fam","3","4",1965,"Gable","TA","3","CBlock","TA","GLQ",894,"Ex","Y","SBrkr",894,"1","0",3,1,"TA","Typ","AA",1,"Y","WD","Normal",138500,1,"0",560,"multiple","0"
"700","FV",4282,"IR2.5","Somerst","TwnhsE","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",1391,"Ex","Y","SBrkr",1391,"2","0",2,1,"Gd","Typ","No",2,"Y","WD","Normal",196000,1,"0",314,"multiple","1"
"701","RL",14331,"Reg","Timber","1Fam","4","3",2002,"Hip","Gd","2","PConc","Ex","GLQ",1800,"Ex","Y","SBrkr",1800,"2","0",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",312500,1,"0",348,"multiple","1"
"702","RL",9600,"Reg","NWAmes","1Fam","4","3",1969,"Hip","TA","2","CBlock","TA","Unf",1164,"TA","Y","SBrkr",1164,"1","1",3,1,"TA","Typ","No",2,"Y","COD","Normal",140000,1,"0",0,"no","1"
"703","RL",12438,"IR1","StoneBr","1Fam","4","3",2006,"Hip","Ex","2","PConc","Ex","Unf",1234,"Ex","Y","SBrkr",2576,"2","1",4,1,"Ex","Typ","AA",3,"Y","New","Partial",361919,2,"0",424,"multiple","1"
"704","RM",7630,"Reg","OldTown","2fmCon","3","5",1900,"Gable","TA","3","BrkTil","Gd","Unf",360,"Gd","Y","SBrkr",1812,"2","0",4,2,"Gd","Typ","BA",2,"N or P","WD","Normal",140000,2,"0",384,"multiple","0"
"705","RL",8400,"Reg","CollgCr","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",1473,"Ex","Y","SBrkr",1484,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",213000,1,"0",179,"multiple","0"
"706","RM",5600,"Reg","IDOTRR","2fmCon","2","3",1930,"Hip","Fa","1","Other","No","No",0,"Fa","N","SBrkr",1092,"2","0",3,2,"Fa","Min","No",0,"N or P","WD","Normal",55000,2,"0",0,"no","0"
"707","RL",115149,"IR2.5","ClearCr","1Fam","4","3",1971,"Gable","TA","2","CBlock","Gd","GLQ",1643,"TA","Y","SBrkr",1824,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",302000,1,"0",428,"multiple","0"
"708","RL",6240,"Reg","NridgHt","TwnhsE","4","3",2006,"Hip","Gd","2","PConc","Gd","GLQ",1324,"Ex","Y","SBrkr",1324,"2","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",254000,1,"0",230,"multiple","1"
"709","RL",9018,"IR1","Gilbert","1Fam","4","3",2007,"Hip","Gd","2","PConc","Gd","Unf",728,"Ex","Y","SBrkr",1456,"2","1",3,1,"Gd","Typ","AA",2,"Y","New","Partial",179540,2,"0",124,"multiple","1"
"710","RL",7162,"IR1","Sawyer","1Fam","3","4",1966,"Gable","TA","2","PConc","TA","Unf",876,"TA","Y","SBrkr",904,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Abnorml",109900,1,"0",0,"no","1"
"711","RL",4130,"IR1","BrkSide","1Fam","2","3",1935,"Gable","Gd","2","CBlock","TA","Unf",270,"Gd","Y","SBrkr",729,"1","0",2,1,"TA","Maj","No",0,"N or P","WD","Normal",52000,1,"0",0,"no","0"
"712","C (all)",8712,"Reg","IDOTRR","1Fam","2","4",1900,"Gable","TA","2","Other","TA","Unf",859,"Gd","Y","SBrkr",1178,"1","0",2,1,"TA","Typ","No",1,"N or P","WD","Abnorml",102776,2,"0",166,"multiple","0"
"713","RL",4671,"IR1","StoneBr","TwnhsE","4","3",1988,"Gable","Gd","2","PConc","Gd","GLQ",1228,"Gd","Y","SBrkr",1228,"2","0",2,1,"Gd","Typ","AA",2,"Y","WD","Normal",189000,1,"0",288,"multiple","0"
"714","RL",9873,"Reg","BrkSide","2fmCon","2","3",1970,"Gable","TA","2","CBlock","TA","ALQ",960,"TA","N","SBrkr",960,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",129000,1,"0",288,"open_porch","1"
"715","RL",13517,"IR1","Sawyer","1Fam","3","4",1976,"Gable","Gd","2","CBlock","TA","GLQ",725,"Ex","Y","SBrkr",1479,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",130500,2,"0",44,"open_porch","0"
"716","RL",10140,"Reg","NWAmes","1Fam","3","3",1974,"Hip","TA","2","CBlock","Gd","Unf",1064,"TA","Y","SBrkr",1350,"2","0",3,1,"TA","Typ","TA",2,"Y","WD","Normal",165000,1,"0",0,"no","1"
"717","RM",10800,"Reg","OldTown","1Fam","4","4",1890,"Gable","TA","3","BrkTil","TA","Unf",718,"Ex","Y","SBrkr",2554,"1","1",3,1,"TA","Typ","No",2,"N or P","WD","Normal",159500,2,"0",191,"multiple","0"
"718","RL",10000,"Reg","NWAmes","1Fam","3","3",1973,"Gable","TA","2","CBlock","Gd","BLQ",1176,"Gd","Y","SBrkr",1178,"1","1",3,1,"Gd","Typ","BA",2,"Y","WD","Normal",157000,1,"0",224,"wood_deck","0"
"719","RL",10542,"Reg","NoRidge","1Fam","4","3",1993,"Hip","Gd","2","PConc","Gd","GLQ",1311,"Ex","Y","SBrkr",2418,"2","1",3,1,"Gd","Typ","TA",3,"Y","WD","Normal",341000,2,"0",620,"multiple","0"
"720","RL",9920,"IR1","CollgCr","1Fam","3","3",1969,"Gable","TA","2","CBlock","Gd","ALQ",971,"TA","Y","SBrkr",971,"1","1",3,1,"TA","Typ","BA",1,"Y","WD","Normal",128500,1,"0",0,"no","1"
"721","RL",6563,"IR1","StoneBr","1Fam","4","3",1985,"Gable","Gd","2","PConc","Gd","GLQ",1742,"TA","Y","SBrkr",1742,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",275000,1,"0",376,"multiple","1"
"722","RM",4426,"Reg","CollgCr","TwnhsE","3","3",2004,"Gable","Gd","2","PConc","Gd","GLQ",848,"Ex","Y","SBrkr",848,"1","0",1,1,"Gd","Typ","No",2,"Y","WD","Normal",143000,1,"0",160,"wood_deck","1"
"723","RL",8120,"Reg","NAmes","1Fam","2","4",1970,"Gable","TA","3","CBlock","TA","ALQ",864,"Ex","Y","SBrkr",864,"1","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",124500,1,"0",0,"no","1"
"724","RL",8172,"Reg","Edwards","1Fam","2","3",1954,"Gable","TA","2","PConc","TA","Unf",941,"Ex","Y","SBrkr",1470,"2","0",4,1,"TA","Typ","No",1,"Y","WD","Normal",135000,2,"0",156,"screen_porch","0"
"725","RL",13286,"IR1","Edwards","1Fam","5","3",2007,"Hip","Ex","2","PConc","Ex","GLQ",1698,"Ex","Y","SBrkr",1698,"2","0",3,1,"Ex","Typ","AA",3,"Y","WD","Normal",320000,1,"0",391,"multiple","0"
"726","RL",6960,"Reg","NAmes","1Fam","2","3",1970,"Gable","TA","2","CBlock","TA","ALQ",864,"TA","Y","SBrkr",864,"1","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",120500,1,"0",96,"wood_deck","1"
"727","RL",21695,"IR1","Crawfor","1Fam","3","5",1988,"Hip","Gd","3","CBlock","Gd","GLQ",880,"Ex","Y","SBrkr",1680,"2","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",222000,1,"0",518,"multiple","0"
"728","RL",7314,"Reg","CollgCr","1Fam","4","3",2007,"Gable","Gd","2","PConc","Gd","GLQ",1232,"Ex","Y","SBrkr",1232,"2","0",2,1,"Gd","Typ","No",2,"Y","WD","Normal",194500,1,"0",132,"wood_deck","1"
"729","RL",11475,"Reg","NAmes","Duplex","3","3",1958,"Gable","TA","2","CBlock","TA","Unf",1584,"TA","Y","SBrkr",1776,"2","0",4,2,"TA","Typ","No",3,"Y","COD","Abnorml",110000,1,"0",25,"open_porch","1"
"730","RM",6240,"Reg","IDOTRR","1Fam","2","3",1925,"Gable","TA","2","CBlock","TA","BLQ",780,"TA","Y","Fuse or Mix",1208,"1","0",2,1,"TA","Typ","No",2,"Y","WD","Normal",103000,1,"0",135,"multiple","0"
"731","RL",5389,"IR1","StoneBr","TwnhsE","4","3",1995,"Gable","Gd","2","PConc","Gd","GLQ",1595,"Ex","Y","SBrkr",1616,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",236500,1,"0",389,"multiple","0"
"732","RL",9590,"IR1","Timber","1Fam","4","3",2003,"Gable","Gd","2","PConc","Ex","GLQ",868,"Ex","Y","SBrkr",1146,"2","0",3,1,"Gd","Typ","AA",2,"Y","WD","Normal",187500,1,"0",182,"multiple","1"
"733","RL",11404,"IR1","CollgCr","1Fam","4","3",1998,"Gable","Gd","2","PConc","Gd","ALQ",1153,"Ex","Y","SBrkr",2031,"2","1",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",222500,2,"0",276,"multiple","0"
"734","RL",10000,"Reg","Sawyer","1Fam","3","3",1961,"Hip","TA","2","CBlock","TA","BLQ",864,"Ex","Y","SBrkr",1144,"1","0",3,1,"TA","Typ","TA",1,"Y","WD","Normal",131400,1,"0",165,"wood_deck","0"
"735","RL",8978,"IR1","Sawyer","1Fam","3","3",1968,"Gable","TA","2","PConc","TA","Unf",948,"TA","Y","SBrkr",948,"1","0",3,1,"TA","Typ","No",1,"Y","WD","Family",108000,1,"0",147,"wood_deck","1"
"736","RM",10800,"Reg","OldTown","1Fam","4","4",1914,"Gable","TA","2","BrkTil","Gd","Rec",880,"Fa","N","SBrkr",1768,"1","1",2,1,"TA","Typ","TA",2,"N or P","WD","Normal",163000,2,"0",341,"open_porch","0"
"737","RL",8544,"Reg","NAmes","Duplex","2","2",1950,"Gable","TA","2","CBlock","No","No",0,"Gd","N","Fuse or Mix",1040,"2","0",2,2,"TA","Typ","No",2,"Y","WD","Normal",93500,1,"0",0,"no","1"
"738","RL",10463,"IR1","Gilbert","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","Unf",893,"Ex","Y","SBrkr",1801,"2","1",3,1,"Gd","Typ","AA",3,"Y","WD","Normal",239900,2,"0",116,"open_porch","1"
"739","RL",10800,"Reg","Edwards","Duplex","3","3",1987,"Gable","TA","2","CBlock","Gd","GLQ",1200,"TA","Y","SBrkr",1200,"3","0",3,1,"TA","Typ","No",0,"Y","WD","Other",179000,1,"0",120,"wood_deck","0"
"740","RL",9313,"IR1","CollgCr","1Fam","4","3",2004,"Gable","Gd","2","PConc","Gd","Unf",864,"Ex","Y","SBrkr",1728,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",190000,2,"0",243,"multiple","1"
"741","RM",9600,"Reg","OldTown","1Fam","3","4",1910,"Gable","TA","3","BrkTil","Fa","Unf",264,"Ex","Y","SBrkr",1432,"2","0",2,1,"TA","Typ","No",2,"Y","WD","Abnorml",132000,2,"0",382,"multiple","0"
"742","RL",6768,"IR1","Sawyer","1Fam","3","4",1961,"Hip","TA","3","CBlock","TA","GLQ",912,"Gd","Y","SBrkr",912,"1","0",3,1,"Gd","Typ","No",1,"Y","WD","Normal",142000,1,"0",168,"wood_deck","0"
"743","RL",8450,"Reg","SawyerW","1Fam","4","3",2000,"Gable","TA","2","PConc","Gd","Unf",1349,"Ex","Y","SBrkr",1349,"2","0",3,1,"TA","Typ","No",2,"Y","WD","Normal",179000,1,"0",175,"multiple","0"
"744","RL",12886,"IR1","Sawyer","1Fam","3","3",1963,"Gable","TA","2","CBlock","Gd","ALQ",520,"Ex","Y","SBrkr",1464,"2","0",3,1,"TA","Min","TA",2,"Y","WD","Normal",175000,1,"0",402,"multiple","0"
"745","RL",5395,"IR1","StoneBr","TwnhsE","4","3",1993,"Gable","Gd","2","PConc","Gd","GLQ",1337,"Gd","Y","SBrkr",1337,"2","0",2,1,"Gd","Typ","TA",2,"Y","WD","Normal",180000,1,"0",334,"multiple","1"
"746","RL",8963,"IR1","NWAmes","1Fam","4","5",1976,"Hip","Ex","3","CBlock","TA","GLQ",1142,"Ex","Y","SBrkr",2715,"3","1",4,1,"Gd","Typ","TA",2,"Y","WD","Normal",299800,2,"0",204,"open_porch","0"
"747","RL",8795,"IR1","Gilbert","1Fam","4","3",2000,"Gable","Gd","2","PConc","Gd","GLQ",952,"Ex","Y","SBrkr",2256,"2","1",4,1,"Gd","Typ","TA",2,"Y","WD","Normal",236000,2,"0",278,"multiple","1"
"748","RM",11700,"IR1","OldTown","1Fam","4","4",1880,"Other","Gd","2","Other","TA","Unf",1240,"TA","N","SBrkr",2640,"1","1",4,1,"Gd","Typ","AA",4,"N or P","WD","Normal",265979,2,"0",567,"multiple","0"
"749","RL",10593,"IR1","NoRidge","1Fam","4","3",1996,"Hip","Gd","2","PConc","Gd","GLQ",1720,"Ex","Y","SBrkr",1720,"2","0",3,1,"Gd","Typ","TA",2,"Y","WD","Normal",260400,1,"0",450,"multiple","1"
"750","RL",8405,"Reg","Edwards","1Fam","2","2",1945,"Gable","TA","2","Other","No","No",0,"TA","N","Fuse or Mix",1529,"2","0",4,1,"TA","Min","No",1,"N or P","WD","Normal",98000,2,"0",277,"multiple","0"
"751","RM",8800,"Reg","OldTown","1Fam","2","4",1910,"Gable","TA","2","BrkTil","TA","Unf",576,"Gd","Y","SBrkr",1140,"1","0",3,1,"TA","Min","No",0,"N or P","WD","Normal",96500,2,"0",160,"open_porch","0"
"752","RL",7750,"Reg","Gilbert","1Fam","4","3",2003,"Gable","Gd","2","PConc","Gd","Unf",660,"Ex","Y","SBrkr",1320,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",162000,2,"0",48,"open_porch","1"
"753","RL",9236,"IR1","CollgCr","1Fam","3","3",1997,"Gable","TA","3","PConc","Gd","GLQ",1479,"Ex","Y","SBrkr",1494,"2","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",217000,1,"0",195,"multiple","1"
"754","RL",10240,"Reg","NridgHt","1Fam","4","3",2005,"Gable","Gd","2","PConc","Gd","Unf",1030,"Gd","Y","SBrkr",2098,"2","1",3,1,"Ex","Typ","AA",3,"Y","WD","Normal",275500,2,"0",244,"multiple","1"
"755","RL",7930,"Reg","NAmes","1Fam","3","4",1969,"Gable","TA","2","CBlock","TA","GLQ",1026,"Gd","Y","SBrkr",1026,"1","0",3,1,"Gd","Typ","No",2,"Y","WD","Normal",156000,1,"0",219,"multiple","0"
"756","FV",3230,"Reg","Somerst","TwnhsE","3","3",1999,"Gable","TA","2","PConc","Gd","GLQ",729,"Gd","Y","SBrkr",1471,"2","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",172500,2,"0",24,"open_porch","1"
"757","RL",10769,"IR1","CollgCr","1Fam","4","3",2007,"Gable","Gd","2","PConc","Gd","GLQ",866,"Ex","Y","SBrkr",1768,"2","1",3,1,"Gd","Typ","No",2,"Y","WD","Normal",212000,2,"0",249,"multiple","1"
"758","RL",11616,"IR1","Sawyer","1Fam","3","3",1978,"Hip","TA","2","CBlock","TA","Rec",672,"TA","Y","SBrkr",1386,"2","1",3,1,"TA","Typ","TA",2,"Y","WD","Abnorml",158900,2,"0",335,"wood_deck","1"
"759","FV",2280,"Reg","Somerst","Twnhs","4","3",1999,"Gable","TA","2","PConc","Gd","ALQ",744,"Gd","Y","SBrkr",1501,"2","1",3,1,"TA","Typ","No",2,"Y","WD","Normal",179400,2,"0",0,"no","1"
"760","RL",12257,"IR1","NoRidge","1Fam","4","3",1995,"Gable","Gd","2","PConc","Gd","LwQ",1318,"Ex","Y","SBrkr",2531,"2","1",4,1,"Gd","Typ","TA",3,"Y","WD","Normal",290000,2,"0",320,"multiple","1"
"761","RL",9100,"Reg","NAmes","1Fam","3","3",1959,"Hip","TA","2","CBlock","TA","Rec",864,"Ex","Y","SBrkr",864,"1","0",2,1,"TA","Typ","No",1,"Y","WD","Normal",127500,1,"0",0,"no","1"
"762","RM",6911,"Reg","BrkSide","1Fam","3","3",1924,"Gable","TA","2","PConc","TA","LwQ",1145,"TA","Y","SBrkr",1301,"1","0",2,1,"Fa","Min","No",2,"Y","WD","Normal",1e+05,1,"0",0,"no","0"
